单词,词向量,近似top20 
overall,"[ 0.08940388 -0.30826673 -0.00628059  0.03562089 -0.39952955  0.18784434
  0.10474046  0.10968864 -0.3139723   0.05328244 -0.26171026  0.07380689
  0.04345459  0.30249065 -0.39642522  0.18164508  0.28421342  0.08995809
  0.15892942 -0.04527891 -0.14496097 -0.02492435 -0.02280727 -0.11598126
 -0.16803029 -0.07013932  0.03282911  0.21185401  0.39325827  0.06469332
  0.23159763 -0.10186774  0.26638684  0.02050367 -0.09214378 -0.10333778
 -0.26331678  0.11000998  0.17829843  0.23782672 -0.3862924  -0.32531798
 -0.14875285  0.17175978  0.1201616   0.16031672 -0.17015345 -0.2308198
  0.2775728  -0.19969669]","['cooperation', 'things', 'shuibian', 'tenghui', 'failed', 'matters', 'operation', 'regions', 'control', 'crossstrait', 'deep', 'make', 'zemin', 'improvement', 'investment', 'period', 'day', 'prc', 'white', 'form']"
course,"[-0.23911282 -0.14002372  0.18593472 -0.07180545 -0.01797039 -0.10491148
  0.01831228  0.03147087 -0.19967254 -0.11575551  0.05437154 -0.01593067
 -0.09242856 -0.11366534 -0.09529315 -0.01466059  0.13947658 -0.01093669
 -0.17702875  0.14499012 -0.17154288  0.02591342 -0.25263026 -0.09359434
 -0.10995742  0.11127412 -0.04996319 -0.16071492  0.15693566 -0.11736513
 -0.14022124 -0.10993154  0.22974382  0.11212005 -0.31393695  0.24855703
  0.06416212  0.12985237 -0.3305163   0.02448305 -0.12277523 -0.3657935
  0.13259786 -0.24503301  0.06083853 -0.01456272 -0.19285946  0.11787844
 -0.03880908 -0.14641356]","['failed', 'understanding', 'principle', 'united', 'developing', 'global', 'promote', 'power', 'operation', 'struggle', 'democracy', 'status', 'cpc', 'departments', 'session', 'side', 'qichen', 'level', 'committees', 'human']"
strategy,"[ 0.12327977 -0.08581952 -0.22959682  0.01032959  0.20286186 -0.14888214
 -0.05223019 -0.10657573  0.288257    0.03054854 -0.04787007 -0.1997398
 -0.28018546 -0.00354374  0.09279101  0.2465849  -0.19986217  0.01128555
 -0.17733072  0.16506745  0.128208   -0.02783045 -0.17281967  0.26767993
 -0.3216824   0.14323059 -0.1672117   0.36053833  0.24150258 -0.06127957
 -0.14308903 -0.3856373   0.13707572  0.0335351  -0.08993195 -0.01039572
  0.15926898 -0.28770253 -0.08997877 -0.26429883  0.24131468 -0.02165563
  0.05904914 -0.23129527 -0.11061533 -0.2290676  -0.10674635 -0.01331195
  0.11649702  0.03815287]","['failed', 'develop', 'promote', 'talks', 'common', 'current', 'socialist', 'cpc', 'struggle', 'community', 'opportunity', 'network', 'firmly', 'among', 'zemin', 'statement', 'rural', 'ago', 'interests', 'part']"
news,"[-0.3205136  -0.26968798 -0.14821386  0.27060047 -0.09238325  0.1567765
 -0.3712627   0.27441746  0.04194237  0.22550024  0.30916664 -0.1529677
 -0.19003837  0.46336177 -0.24461433 -0.38453454  0.01798259 -0.15551235
  0.15274802  0.01888762  0.26850963 -0.16481583  0.38308406  0.13302201
  0.01952703  0.15448737 -0.12907425  0.12983648 -0.25391737 -0.09798003
 -0.07869375  0.3436834  -0.02712838 -0.21982382  0.10682222  0.11024093
 -0.1190815  -0.12381412  0.3678995  -0.02559143  0.05700804  0.33024448
 -0.01106842  0.08488506 -0.33584574 -0.2667     -0.04176477  0.14629227
  0.06889377 -0.10240052]","['member', 'public', 'failed', 'currently', 'territory', 'trend', 'uphold', 'attaches', 'asia', 'nuclear', 'sides', 'future', 'negotiations', 'another', 'sea', 'strive', 'tasks', 'last', 'industry', 'back']"
changes,"[-0.15094854  0.03751493  0.04355844 -0.25974375  0.07136124  0.11910736
  0.01694249 -0.259095   -0.00134091  0.32990792 -0.06981059 -0.3072955
  0.22147232 -0.02405311  0.26992336 -0.20598522  0.10624789  0.06826203
 -0.1613107  -0.253438    0.34095022  0.25474855 -0.18231463 -0.03976918
 -0.01746209 -0.05364425  0.24988791  0.18574163 -0.04699639 -0.28953508
  0.0592717   0.1364331  -0.22223432  0.18156143 -0.31871495 -0.05789359
 -0.06947672 -0.06009043  0.00847645 -0.00781273 -0.05430986 -0.12210431
  0.19162785 -0.10068653 -0.11572391  0.42783445  0.30377647  0.09485997
  0.13623612 -0.1242703 ]","['high', 'department', 'united', 'financial', 'failed', 'resources', 'ethnic', 'safeguarding', 'back', 'development', 'bush', 'economy', 'industry', 'success', 'korea', 'using', 'struggle', '10th', 'assistance', 'industries']"
along,"[ 0.13475174  0.00326616  0.22676238 -0.17698093  0.3407222  -0.3262098
  0.2299201  -0.13712922  0.1262345   0.05599585 -0.23729111 -0.18283866
  0.08646747 -0.2116202  -0.07193076 -0.15215    -0.04001924 -0.16178381
 -0.31713548 -0.22215402  0.22609858 -0.3753366   0.03606996  0.03112804
 -0.13221568  0.09590365 -0.18828642 -0.00245699  0.23081453 -0.00883059
  0.00745659 -0.1230557   0.07578923  0.26194674 -0.03101548 -0.06187893
 -0.02335761  0.04334579 -0.2721053   0.3031799  -0.1084947  -0.13636442
  0.00297573  0.03081652  0.22474451  0.28762373 -0.03922936 -0.23794368
  0.0691964   0.18709752]","['thanks', 'talks', 'failed', 'operation', 'say', 'shuibian', 'plane', 'basis', 'official', 'amount', 'democracy', 'part', 'wei', 'land', 'united', 'peninsula', 'achieved', 'network', 'first', 'nearly']"
technological,"[-0.00863226 -0.35490492 -0.12020189  0.36590362 -0.16858178 -0.21998438
 -0.12096433 -0.14758591  0.06778303 -0.21913825  0.13063392  0.36817935
 -0.29547682 -0.00414462 -0.10733306  0.32278493  0.08231756 -0.00656206
 -0.15756272  0.00314238  0.09544256  0.03798997 -0.11720639  0.14775522
  0.1693905  -0.44958225 -0.00637393  0.28642032 -0.07042307  0.05612544
 -0.00533897  0.19299407  0.14697005 -0.05858806  0.2633169  -0.18364157
  0.13762765  0.10113374  0.09964853  0.04896914  0.18608005  0.05263417
  0.07622881  0.41270885  0.31042942 -0.0386275   0.01024082 -0.42132783
  0.00656869 -0.29189047]","['failed', 'korean', 'regions', 'industrial', 'reason', 'allround', 'carried', 'support', 'today', 'used', 'modernization', 'form', 'force', 'defense', 'stressed', 'benefit', 'white', 'expanding', 'province', 'overseas']"
leader,"[ 0.06273752  0.13607918  0.11936405  0.33970073  0.05852109  0.04738221
  0.04932399 -0.3375347   0.08465787  0.02223353  0.04134395 -0.00499523
  0.32302606 -0.31706005 -0.09062407  0.41015673  0.09629069 -0.01096081
  0.24892467  0.13828345  0.15582918  0.00853626  0.25016776 -0.07904292
 -0.28021333 -0.39331132 -0.16452327 -0.03881726  0.0117211  -0.0076242
 -0.10428059 -0.03265097  0.0720847  -0.32215726  0.0983199  -0.3931006
 -0.05544343  0.10848802  0.27556658  0.26453638  0.07390092  0.23502125
 -0.09374732 -0.2431672  -0.1396314   0.06000504 -0.01399586  0.03468284
  0.12863602  0.05252278]","['50', 'failed', 'incident', 'economic', 'united', 'china', 'impact', 'political', 'october', 'regarding', '10th', 'korea', 'department', 'task', 'strong', 'media', 'financial', 'operation', 'strengthening', 'words']"
diplomatic,"[-0.23436573 -0.13497047  0.2685344   0.02234565 -0.29191855 -0.1508664
  0.38439     0.06120926 -0.31613287 -0.10156611 -0.07336769  0.11508816
  0.16854806 -0.11966625 -0.05635038  0.1346575   0.11163992 -0.2700187
  0.18844233 -0.28498825  0.2590701   0.40495336 -0.03044795 -0.22637248
  0.14788608 -0.4176518   0.04634123  0.27419177  0.03275039  0.2839217
 -0.04945968  0.29581812  0.02832213 -0.2644338  -0.39073607  0.19609047
 -0.04401033 -0.4660805   0.16090353 -0.10843255  0.1464728  -0.09701908
 -0.17262188 -0.05255517  0.3387939  -0.22747855  0.01313897 -0.10806182
  0.10493915  0.09748767]","['continue', 'entered', 'total', 'peaceful', 'support', 'failed', 'afternoon', 'stressed', '12', 'member', 'however', 'combat', 'secretary', 'based', 'defense', 'status', 'addition', 'scientific', 'developing', 'strength']"
spirit,"[-0.3038226   0.12773804  0.06081656  0.08482565  0.11603884 -0.2806228
 -0.33481255 -0.07437062 -0.04879688 -0.06203075  0.10348258  0.01540377
  0.19703136  0.07125456 -0.07358291 -0.1496239  -0.06834287 -0.05423366
 -0.25377902  0.17994837  0.10164445 -0.32010368  0.19112915 -0.17474933
 -0.01277171  0.0075012  -0.10446673  0.12928669  0.31491068  0.31961364
  0.35067537 -0.22816306 -0.16474988  0.06112853 -0.04659977  0.1607701
 -0.19356723 -0.08444986 -0.19474146  0.03974046 -0.13647631 -0.00421531
 -0.08615196 -0.25358042 -0.3905275  -0.18156946  0.17932397 -0.0898575
 -0.02069661 -0.28269756]","['friendship', 'young', 'province', 'cpc', 'failed', 'war', 'pointed', 'political', 'guarantee', 'highlevel', 'nuclear', 'human', 'structure', 'jintao', 'propaganda', 'development', 'first', 'situation', 'stability', 'constitution']"
problem,"[ 0.03493275  0.10026988  0.1639511  -0.10890137  0.26108763 -0.2625865
 -0.23623961 -0.11723688  0.01411854 -0.24791025 -0.23943265 -0.0530399
 -0.04975455  0.19936344 -0.22257665  0.06193224  0.02620916 -0.03618097
  0.0330513   0.26467794  0.1964477  -0.32479307  0.14307846 -0.06300893
 -0.17791556  0.17209052 -0.0464701   0.1292836   0.14282945  0.13160904
  0.02949963  0.1862949  -0.13259086 -0.02603486  0.17549105  0.01824225
  0.05055933  0.3244134   0.21227108  0.00610798 -0.13850796  0.20317926
  0.06910527 -0.04518375  0.09617571 -0.03654693 -0.25211748  0.1413535
 -0.30602086  0.25877294]","['failed', 'soon', 'even', 'back', 'ways', 'cpc', 'laws', '1999', 'first', 'basis', 'talks', 'zemin', 'united', 'war', 'implement', 'understanding', 'military', 'say', 'aircraft', 'peninsula']"
sovereignty,"[-0.10072468 -0.26350772  0.3546276   0.01602805 -0.21600838 -0.20312683
 -0.15239474 -0.14025068  0.1413109   0.20988472  0.07296675 -0.16393256
  0.02304585  0.5429305   0.3011444   0.13887833 -0.1303486  -0.18454303
 -0.2294529  -0.05232725  0.03213178 -0.34723654  0.4278635   0.14795534
  0.0845652   0.03263251 -0.04224706 -0.05500901 -0.12506162 -0.1489014
 -0.07638575 -0.03751541  0.01488821  0.22677262 -0.35058874 -0.12965024
 -0.09143412 -0.20745651  0.24279052 -0.11017142 -0.256531   -0.10207441
 -0.12722704 -0.27901894 -0.02896155 -0.12569398  0.24232775 -0.15423141
 -0.3120802   0.2919656 ]","['israel', 'first', 'due', 'even', 'network', 'good', 'failed', 'mainly', 'member', 'defense', 'efforts', 'global', 'face', 'summit', 'building', 'let', 'common', 'province', 'implementing', 'talks']"
lee,"[-0.34006807 -0.1518105  -0.16960686  0.33669838  0.4664853   0.26289347
 -0.14656696 -0.14541629  0.43312404 -0.65836036 -0.35338318  0.18231241
 -0.3310406   0.1767871   0.18381283  0.08561181 -0.26843855  0.20955208
  0.1311307   0.40974987  0.17963868 -0.36188456  0.6716561  -0.2642963
 -0.07556901 -0.12711097  0.11163432 -0.35213935  0.20907967  0.22807585
 -0.41838098 -0.02097944  0.04278371 -0.1310632   0.08686469 -0.10311341
  0.23334102 -0.13100779  0.21141511 -0.1479861  -0.15945238  0.2177936
 -0.23826785  0.02163724  0.10275177  0.1661714  -0.33445638  0.15347807
  0.12944888  0.10554246]","['noted', 'spirit', 'exist', 'implement', 'morning', 'respect', 'media', 'achieve', 'failed', 'aircraft', 'throughout', 'job', 'concept', 'anniversary', 'defense', 'cpc', 'help', 'develop', 'asian', 'laws']"
play,"[-0.22618267  0.32189223  0.41832072 -0.2765427   0.00563959 -0.12110732
 -0.30310094 -0.27092534  0.0672642   0.35031378 -0.40876782 -0.35394272
 -0.07110465  0.4372145   0.45876467 -0.23792471  0.06771838 -0.04572916
 -0.05158649 -0.0272802  -0.33837312 -0.02708313  0.04754585 -0.23381071
  0.19635859 -0.00927302  0.09190734 -0.04106156  0.2990347   0.15004164
  0.16979112 -0.38853797  0.1263851   0.12974839 -0.16388902 -0.22908267
  0.14297213  0.1505764   0.25840643  0.13002773  0.5077873  -0.02869477
  0.10040846  0.17383398 -0.08901951 -0.09363374  0.06568452 -0.2413113
 -0.19528021 -0.24246629]","['learned', 'reason', 'improvement', 'resources', 'thanks', 'forum', 'friendship', 'zemin', 'failed', 'come', 'safeguarding', 'basic', 'later', 'law', 'south', 'principle', 'mutual', 'services', 'assistance', 'structural']"
un,"[ 0.29722103 -0.17970231  0.16551018 -0.0418243   0.03969103  0.03204482
 -0.06053234 -0.0802744  -0.3136663   0.12064953  0.18407463 -0.17702354
 -0.286662   -0.25572643  0.09807766 -0.3748907   0.31070173 -0.1194941
  0.063329   -0.28227845 -0.13035986 -0.40186    -0.08822194 -0.28095445
  0.04184375 -0.09315378 -0.3315075   0.0302006  -0.02001104  0.04434315
 -0.29024506  0.08907589  0.11348055 -0.04636392  0.22837177 -0.06694771
  0.12580548  0.3466174  -0.14141443 -0.08963279 -0.23206751  0.09925991
 -0.06439265  0.19716321 -0.31889907 -0.30446348  0.4280286   0.01959196
 -0.03673984  0.17227778]","['nuclear', 'five', 'purpose', 'failed', 'talks', 'resolutely', 'political', 'strength', 'structural', 'air', 'today', 'century', 'training', 'give', 'operation', 'used', 'basic', 'dialogue', 'made', 'hopes']"
hold,"[ 4.17754799e-01 -8.29196721e-02  1.96417332e-01 -2.33788416e-02
  6.53790236e-02 -1.50500210e-02  1.90632232e-02 -3.46544892e-01
 -2.96718050e-02  3.48071933e-01 -9.60586742e-02 -9.36350301e-02
  2.27182359e-02 -1.83501899e-01 -1.10825911e-01 -2.90578097e-01
 -6.22101799e-02 -3.22379619e-02 -1.92189083e-01  2.37563904e-02
 -5.97163774e-02  2.10112214e-01  2.56883144e-01  2.90227801e-01
 -2.12299824e-01  1.66983485e-01 -4.09492590e-02  1.07641920e-01
  3.47115517e-01 -1.24703692e-02  5.80410799e-03  6.46931976e-02
 -3.57138693e-01  1.85293093e-01  1.97331488e-01  1.46207690e-01
  1.81076408e-04 -1.39174432e-01 -3.38437885e-01  1.23521045e-01
  1.75135076e-01 -2.10191399e-01  7.02544674e-02  1.58958048e-01
 -1.31468028e-01 -1.40860707e-01  3.36007237e-01 -5.36181331e-01
 -2.02297308e-02 -2.32314676e-01]","['failed', 'west', 'science', 'constitution', 'seen', 'shows', 'kinds', 'pointed', 'far', 'common', 'october', 'land', 'changes', 'come', 'russian', 'development', 'old', 'mainly', 'real', 'plans']"
matter,"[-0.04163161  0.03096762 -0.10884538 -0.25499797  0.45500138 -0.00761152
 -0.3070738  -0.1616103   0.27667415 -0.16625471  0.20640616 -0.28625205
  0.25994483 -0.62606126  0.1533479   0.04665683 -0.03488566  0.23484328
 -0.00773472 -0.1666272   0.05095982 -0.22838241  0.15621148 -0.13848118
 -0.2755972   0.25675085  0.05684867 -0.0675389   0.0121448  -0.43399155
  0.00141434 -0.0759558  -0.18417127  0.19567087  0.1903497  -0.03552334
  0.11751918 -0.00954529  0.08987525 -0.15330209  0.09998161 -0.03376702
 -0.18494663  0.17648216 -0.21556215  0.2713975   0.06667676  0.02842199
 -0.24561803 -0.03416797]","['socialist', 'high', 'ago', 'financial', 'year', 'failed', 'economy', 'united', 'basis', 'power', 'safeguarding', 'industry', 'department', 'role', 'development', 'plan', 'construction', 'keep', 'understanding', 'peninsula']"
strait,"[-1.14123009e-01 -1.90197472e-02 -1.72841653e-01  3.98170084e-01
 -2.52354115e-01 -2.62411684e-01  2.93985248e-01 -7.93983936e-02
 -1.63399249e-01 -1.67644814e-01  1.64562594e-02  1.04794443e-01
 -6.59042895e-02 -3.54086101e-01  9.73659307e-02 -1.45406187e-01
 -8.05223957e-02 -1.25515670e-01  1.54074118e-01  1.33225806e-02
  1.83101699e-01 -1.87023684e-01  1.19755521e-01  5.54327853e-02
 -1.68718860e-01 -1.12411201e-01  6.09659739e-02 -4.53135930e-02
 -1.50370285e-01 -1.99280351e-01 -2.62288213e-01  1.37064442e-01
  4.36691716e-02 -1.71371832e-01 -1.95727393e-01  1.95548713e-01
  1.25863487e-04 -1.63589612e-01 -4.34554890e-02  1.56482786e-01
 -3.96350622e-01  2.71345466e-01 -1.86672490e-02 -5.37599698e-02
 -1.16012424e-01  1.65301695e-01  3.32031786e-01  3.24627757e-02
  1.29962400e-01  1.53914601e-01]","['united', 'department', 'failed', 'financial', 'political', 'young', 'willing', 'cadres', 'properly', 'job', 'says', 'advanced', 'common', 'china', 'although', 'growth', 'efforts', 'sides', 'organization', 'land']"
already,"[-0.30982158 -0.17700304 -0.0360139  -0.21873559  0.2575892  -0.1083117
 -0.04739055  0.1635637   0.30723974  0.13948223  0.23336515 -0.12261024
  0.02191135  0.37570158 -0.21581717 -0.09846894 -0.28310174 -0.3021205
  0.21742916  0.03066451 -0.12124698  0.06065053 -0.16545087 -0.46522537
 -0.41376486 -0.1316496  -0.08149893 -0.20002119 -0.16746879 -0.38391003
 -0.3677515   0.17215951  0.02670557  0.2689512   0.13436125 -0.03055011
  0.16801131 -0.23983435 -0.0027783   0.1848722  -0.29897398 -0.01056143
  0.05245297  0.16304806  0.16891374  0.1138778   0.05645778 -0.28905582
  0.19759126  0.12631994]","['stresses', 'sectors', 'existing', 'united', 'systems', 'pressure', 'motherland', 'agreed', 'advanced', 'defense', 'enemy', 'tang', 'facilities', 'back', 'rights', 'chinese', 'understanding', 'future', 'inspection', 'today']"
south,"[ 0.03751693  0.30557638 -0.2273809  -0.14973776  0.22862905 -0.1299973
  0.11660467  0.04443211 -0.13634053  0.13395444  0.15854974  0.02923596
 -0.31764594 -0.06097537  0.42190507  0.422629    0.15815037 -0.06472964
 -0.40455404  0.14473434  0.15596975 -0.56950307  0.09360553 -0.0386948
 -0.20751402  0.3079074   0.3841682  -0.11622945  0.24725015 -0.30960006
 -0.06376919  0.23327631  0.04529652 -0.16120222  0.05942775 -0.33128896
 -0.3041728  -0.05080993 -0.37644133 -0.25704232  0.2936364   0.12574002
 -0.24769421 -0.00942759  0.11265805  0.34850442 -0.02250191  0.2069044
  0.16790648  0.30840436]","['started', 'especially', 'implement', 'interest', 'began', 'view', 'hightech', 'korea', 'united', 'peace', '4', 'left', 'department', 'opportunities', 'work', 'sides', 'constitution', 'structural', 'zemin', 'situation']"
position,"[ 0.02325494 -0.03374878  0.44497818 -0.16191757 -0.00210301 -0.36216584
  0.00186215 -0.08541545 -0.01541357  0.12962125 -0.25935918 -0.05142751
  0.00104161 -0.03738514  0.4389182   0.08229376  0.1274243  -0.06480525
 -0.03071458 -0.03919527 -0.13842969 -0.05943192 -0.07108558  0.18882881
  0.08977737  0.19264677  0.24907929 -0.01836932  0.11231476 -0.04810265
  0.21454144  0.06057165  0.14228874  0.18024917  0.23648907  0.04728463
  0.00337814  0.00212248  0.05753008 -0.01536686  0.11688415  0.07254129
  0.31251365 -0.44454694  0.20059277  0.05061898 -0.18659371  0.02711382
 -0.0327287   0.25573   ]","['failed', 'building', 'legal', 'zemin', 'democracy', 'carry', 'best', 'high', 'reason', 'taiwan', 'addition', 'talks', 'joint', 'basis', 'field', 'operation', 'amount', 'began', 'face', 'financial']"
india,"[-0.1761132   0.26564792  0.17338572  0.12475299 -0.2760154  -0.17028907
  0.0244369   0.07879325 -0.08258963 -0.15727295  0.05801367 -0.36457777
 -0.01350914  0.19349672  0.0754057  -0.0373686  -0.11352849  0.02428525
  0.1836268  -0.02833165  0.08703204  0.04029045 -0.01064458  0.25347856
  0.32631195 -0.104061   -0.21343318  0.17573765 -0.02964862 -0.23692513
  0.06988994  0.1481891  -0.05327443  0.43139204  0.2775067  -0.06685559
  0.11193587  0.19342262 -0.40172017  0.10189808  0.07870051  0.11030599
  0.05412802  0.30041102 -0.07912806 -0.19542786 -0.04643966  0.14413252
  0.05312547  0.00867564]","['failed', 'chinese', 'political', 'chen', 'united', 'see', 'members', 'trust', 'economy', 'shall', 'old', 'part', '3', 'back', 'shuibian', 'work', 'resolutely', 'carried', 'workers', 'reason']"
